time.interval,hash.tag,count
2015-04-23 18:14:29,malaysia,0
2015-04-23 18:14:29,ptihas,0
2015-04-23 18:14:29,changepenang,0
2015-04-23 18:14:29,justice4saiful,0
2015-04-23 18:14:29,india,0
2015-04-23 18:14:29,malaria,1
2015-04-23 18:14:29,peru,0
2015-04-23 18:14:29,pharma,0
2015-04-23 18:14:22,dengue,16
2015-04-23 18:14:22,ondox,0
2015-04-23 18:14:22,brazil,6
2015-04-23 18:14:22,ebola,0
2015-04-23 18:14:22,health,1
2015-04-23 18:14:22,mosquito,0
2015-04-23 18:14:22,pakistan,1
2015-04-23 18:14:22,saopaulo,0
2015-04-23 18:14:22,news,0
2015-04-23 18:14:22,karachi,0
2015-04-23 18:14:22,chikungunya,0
2015-04-23 18:14:22,pmln,0
2015-04-23 18:14:22,malaysia,0
2015-04-23 18:14:22,ptihas,0
2015-04-23 18:14:22,changepenang,0
2015-04-23 18:14:22,justice4saiful,0
2015-04-23 18:14:22,india,0
2015-04-23 18:14:22,malaria,1
2015-04-23 18:14:22,peru,0
2015-04-23 18:14:22,pharma,0
2015-04-23 18:12:13,dengue,17
2015-04-23 18:12:13,ondox,0
